gene.index	RP.Rsum	FC..class1.class2.	pfp	P.value
PDHX	1808	82.44	0.511973981781801	0.04414	0.001088
BRAT1	303	83.38	0.505890929729957	0.045	0.001124
NUDT15	1692	85.78	0.497740088609093	0.04818	0.00122
RALBP1	2139	86.75	0.495695162624069	0.04911	0.001259
ATP6V1H	256	88.97	0.486456955768731	0.05212	0.001354
BSG	309	89.08	0.492622328574446	0.05165	0.001358
CCNH	398	89.93	0.49467161164755	0.0524	0.001395
COX20	540	91.36	0.474046599319306	0.05413	0.001459
VPS37A	2955	91.38	0.477159211186641	0.05351	0.00146
INTS7	1214	93.41	0.468843942974637	0.05627	0.001554
HACD3	1067	93.7	0.477159211186641	0.05609	0.001567
CLTCL1	497	94.35	0.463622456851893	0.05653	0.001598
PSMD8	2050	94.36	0.463622456851893	0.0559	0.001599
TK1	2723	96.54	0.461528559472877	0.05895	0.001705
RAP2B	2150	96.6	0.461528559472877	0.05838	0.001708
CD82	415	101.5	0.439357178474257	0.06633	0.001962
ZNF185	3034	102.1	0.456280481510725	0.06671	0.001996
MYH14	1537	102.1	0.440420720756767	0.06603	0.001997
ADI1	63	102.5	0.434027674663597	0.06588	0.002014
PDDC1	1804	102.5	0.439357178474257	0.06526	0.002016
EHMT2	769	103.2	0.471967787661516	0.06577	0.002054
PEX6	1829	105.6	0.426533138116673	0.06937	0.002189
FUNDC2	942	109	0.489542935642474	0.075	0.002392
SPATA5	2540	109.3	0.417920007811965	0.07482	0.00241
FAM91A1	893	109.7	0.413594082409175	0.07491	0.002438
KIF15	1269	110.3	0.411426245726465	0.07527	0.002474
PSIP1	2014	110.8	0.415758666522498	0.07534	0.002501
ERC1	841	112.6	0.409255146684838	0.07797	0.002614
RACGAP1	2130	112.8	0.417920007811965	0.07769	0.002631
CCDC86	394	114.2	0.398350370345965	0.07964	0.002723
GAMT	956	114.9	0.397255345594427	0.08007	0.002764
OCIAD1	1727	116.5	0.393965275660243	0.08247	0.002874
CMC1	501	116.6	0.395062799517578	0.08197	0.002883
UBR7	2881	118.9	0.381837083906047	0.0856	0.003039
RBM4	2171	124.5	0.370722275148167	0.09602	0.003441
FABP5	873	127.3	0.400537929583729	0.1012	0.003659
OSTC	1746	128.3	0.388465097283154	0.1023	0.003734
SMYD5	2497	129.3	0.36513259345253	0.1035	0.003812
YY1	3019	131.6	0.358396261956654	0.1076	0.003997
NUDCD3	1690	132	0.49364733397521	0.1076	0.004032
MARCH5	1392	134	0.387362540835996	0.111	0.004198
DHCR24	667	136.5	0.349365277594213	0.1156	0.004407
CGGBP1	451	137	0.349365277594213	0.1157	0.004451
ERLIN1	844	137.8	0.34255474547732	0.1166	0.004524
SAFB2	2353	139.5	0.344828496997441	0.1195	0.004674
VTI1B	2962	139.5	0.343692069179019	0.1186	0.004677
DPM3	717	139.9	0.343692069179019	0.1184	0.004711
IMP3	1208	141.2	0.341416524478722	0.1203	0.004824
CDC26	421	141.3	0.335711910320462	0.1197	0.004838
PIP4K2A	1866	142.4	0.335711910320462	0.1212	0.004939
ESF1	851	143.3	0.352758525040637	0.1221	0.005017
PDCD11	1800	146.5	0.327687364176047	0.1284	0.005316
RSL1D1	2330	148.6	0.325386414659773	0.1322	0.00552
METTL13	1431	148.8	0.376290383337052	0.1317	0.005541
BRI3BP	305	149.1	0.356143810225275	0.1314	0.005573
CHMP4A	462	149.2	0.629473196786949	0.1307	0.005586
PGAM5	1841	149.5	0.331131922217202	0.1304	0.005614
CPD	547	152.4	0.325386414659773	0.136	0.005899
SUMO1	2633	154.1	0.317304068361915	0.139	0.006078
PWP2	2088	154.4	0.32883646422954	0.1385	0.006103
MPHOSPH6	1462	154.8	0.317304068361915	0.1386	0.006149
SRSF4	2577	155.3	0.317304068361915	0.1385	0.006194
CCDC6	393	157.1	0.316145742293356	0.1419	0.006392
IP6K1	1215	157.3	0.316145742293356	0.1411	0.006403
MMS19	1451	158.6	0.31150311546827	0.1432	0.006542
PSMG2	2057	159	0.32077347694587	0.1431	0.006584
XAB2	2993	160.5	0.308011314552178	0.1456	0.006748
TP53BP1	2770	160.7	0.31034012061215	0.1452	0.006777
THUMPD3	2708	161.1	0.31150311546827	0.1449	0.006813
ATF7;ATF2	223	162	0.332278283056929	0.1461	0.006916
RPL11	2232	162.1	0.476122419880152	0.1453	0.006925
SAAL1	2349	163.4	0.323081789503733	0.1472	0.007065
NUP85	1715	164.7	0.306845500314283	0.1493	0.007213
FIS1	913	165.9	0.302172799740752	0.151	0.007347
CDC42	423	166	0.305678743242287	0.1503	0.007362
MRPL22	1477	168.2	0.298658315564515	0.1544	0.007611
GOPC	1022	168.6	0.297484915710575	0.1544	0.007667
NMD3	1636	170	0.298658315564515	0.1566	0.007823
ZC3H6	3025	171.6	0.495695162624069	0.1594	0.008019
PPP1R11	1942	173.3	0.295135249000818	0.1623	0.008216
PPP4R1	1962	174.6	0.292781749227846	0.1643	0.00837
LMF2	1331	175.4	0.291603558030565	0.1653	0.008476
SPECC1L	2545	175.6	0.302172799740752	0.1647	0.008499
USP47	2922	177.6	0.329984649758421	0.1684	0.008749
MRPS35	1500	182.4	0.286881147788162	0.1788	0.009346
RAP1A	2147	182.5	0.285698125958125	0.1779	0.009356
CSTF1	576	182.7	0.282143228781498	0.1773	0.009385
RALA	2137	183.3	0.283329168051641	0.1778	0.00947
GPATCH8	1027	183.7	0.324234562270531	0.1775	0.009511
PPIL4	1931	184.9	0.283329168051641	0.1794	0.00967
USMG5	2913	185.1	0.298658315564515	0.1788	0.009698
RABEP2	2125	188.4	0.289244285156642	0.1856	0.01013
RNF40	2216	189.1	0.277389698810864	0.1862	0.01022
LARP4	1305	189.2	0.277389698810864	0.1854	0.01024
MTDH	1519	189.4	0.278579550458423	0.1848	0.01027
MIA3	1438	190.9	0.278579550458423	0.1874	0.01047
FAM136A	885	193.5	0.276198865032242	0.1927	0.01083
SRGAP1	2556	195.1	0.305678743242287	0.1955	0.01105
GXYLT1	1060	195.7	0.289244285156642	0.1958	0.01114
NUP160	1706	197.1	0.270229907237998	0.198	0.01132
ATP2B4	236	197.3	0.273814244587037	0.1975	0.01136
RPS6KA4	2311	198.1	0.271425676092934	0.1982	0.01147
RRP15	2324	198.2	0.27500704749987	0.1973	0.01148
LMAN1	1329	199.2	0.271425676092934	0.1988	0.01163
FRYL	935	199.8	0.269033146455237	0.1991	0.01172
PRPF4B	2003	199.9	0.270229907237998	0.1981	0.01172
GOLM1	1021	199.9	0.270229907237998	0.1972	0.01173
FHOD1	910	200.5	0.534061602421118	0.1974	0.01181
AP1S1	146	201.6	0.267835392097615	0.199	0.01197
H6PD	1066	205.3	0.264236151043547	0.2068	0.01251
TGOLN2	2698	207.3	0.277389698810864	0.2107	0.01281
STX18	2619	208.1	0.356143810225275	0.2116	0.01294
KLC2	1281	208.3	0.263034405833794	0.2107	0.01295
CENPF	441	210.5	0.267835392097615	0.215	0.01329
TMA16	2730	211	0.259423152281415	0.2152	0.01337
ITGB5	1241	212.9	0.259423152281415	0.2185	0.01365
ARPP19	215	214.4	0.260627908126699	0.2212	0.01389
RER1	2188	215.6	0.264236151043547	0.2231	0.01408
SLC20A1	2448	216.1	0.263034405833794	0.223	0.01415
CHD1	454	217.7	0.257010618206024	0.226	0.01441
ASPH	219	218.9	0.254594043033141	0.2276	0.01459
USP19	2918	219.7	0.273814244587037	0.2285	0.01472
FKBP5	919	221	0.253384235800074	0.2305	0.01493
GINS1	979	222.1	0.270229907237998	0.232	0.0151
PPIL3	1930	222.5	0.253384235800074	0.2321	0.01518
THOC1	2699	224.1	0.250961573533219	0.2348	0.01544
PLS1	1886	227.7	0.248534836138679	0.2426	0.01603
UBQLN4	2878	229	0.24731993497982	0.2448	0.01625
PPP1R2;PPP1R2P3	1947	229.8	0.246104009883917	0.2456	0.01639
ORMDL3	1739	232.4	0.244887059123534	0.2509	0.01683
CCDC12	386	232.4	0.265436896049098	0.2497	0.01683
RNF20	2215	233	0.250961573533219	0.2501	0.01693
IER3IP1	1186	233.8	0.246104009883917	0.2509	0.01707
SNX4	2523	235.6	0.246104009883917	0.2541	0.01737
TMEM209	2740	236.1	0.243669080966863	0.2543	0.01747
DPY30	720	236.4	0.357270475679559	0.2537	0.01751
GPN1	1031	236.4	0.359521170427595	0.2525	0.01752
OXA1L	1750	236.4	0.246104009883917	0.2514	0.01752
SNX12	2518	236.5	0.243669080966863	0.2504	0.01754
PCNT	1794	237.3	0.24731993497982	0.2512	0.01767
GCLM	967	237.7	0.242450073677701	0.251	0.01774
UBAP2	2854	239	0.241230035515445	0.2531	0.01797
SPAG5	2536	241.3	0.24000896473507	0.2577	0.01839
BDH1	289	241.5	0.257010618206024	0.2572	0.01843
TNS3	2757	241.7	0.238786859587116	0.2564	0.01846
FXR2	946	241.8	0.238786859587116	0.2554	0.01847
RTF1	2334	242	0.264236151043547	0.2548	0.01851
AKAP9	101	242.3	0.241230035515445	0.2545	0.01857
SSFA2	2586	242.9	0.237563718317676	0.2549	0.01868
REXO2	2190	243.2	0.237563718317676	0.2543	0.01873
RAB2B	2111	244.4	0.237563718317676	0.2562	0.01895
UBE2K	2861	246.6	0.235114320376357	0.2604	0.01935
SMARCB1	2478	246.7	0.236339539168374	0.2596	0.01937
OSBPL2	1742	247.1	0.236339539168374	0.2593	0.01944
FADS2	874	247.7	0.236339539168374	0.2597	0.01955
JAG1	1246	248.8	0.236339539168374	0.2612	0.01975
FAM192A	886	249.1	0.235114320376357	0.261	0.01982
HDHD1	1081	249.2	0.267835392097615	0.2602	0.01984
TBC1D4	2670	250.2	0.233888060174277	0.2613	0.02002
SMCHD1	2487	252.2	0.233888060174277	0.265	0.02039
MRPL47	1486	252.8	0.235114320376357	0.2654	0.0205
PEG10	1824	252.9	0.238786859587116	0.2646	0.02053
ADNP	66	253.6	0.232660756790275	0.2652	0.02066
ISY1	1232	253.6	0.232660756790275	0.2642	0.02067
GOT2	1026	254.1	0.238786859587116	0.2642	0.02076
FKBP15	914	254.9	0.231432408447965	0.2651	0.02092
SLC25A10	2450	255.7	0.230203013366421	0.2659	0.02107
RBM5	2172	256.4	0.231432408447965	0.2665	0.0212
AKAP12	97	256.6	0.233888060174277	0.2657	0.02123
NDUFS6	1604	257	0.255802836602718	0.2657	0.02132
NUF2	1698	257	0.230203013366421	0.2648	0.02132
ZC3H11A	3020	260.5	0.253384235800074	0.2721	0.022
GLO1	984	261.3	0.227741075839128	0.2729	0.02215
EIF2B4	777	262.2	0.22650852980868	0.2739	0.02233
CKAP2	475	262.2	0.227741075839128	0.273	0.02234
C19orf52	327	262.4	0.228972569760161	0.2723	0.02238
CDK12	430	262.8	0.227741075839128	0.2722	0.02246
SLBP	2445	262.9	0.227741075839128	0.2713	0.02248
SAMM50	2355	264.3	0.225274929869569	0.2736	0.02275
DDRGK1	635	264.5	0.225274929869569	0.2731	0.0228
MIA2	1437	265.3	0.22404027421793	0.2737	0.02295
ALKBH5	121	265.4	0.225274929869569	0.2729	0.02296
BOD1L1	299	266.5	0.225274929869569	0.2744	0.02318
CMAS	499	268.1	0.269033146455237	0.2773	0.02352
CCNB1	397	268.2	0.22404027421793	0.2765	0.02354
NOC4L	1646	268.7	0.22404027421793	0.2765	0.02363
JAGN1	1247	268.8	0.258217389536018	0.2759	0.02367
ATP6V0A1	248	270.8	0.248534836138679	0.2796	0.02408
TMEM33	2741	273.1	0.220329954879556	0.284	0.02456
UGGT1	2895	273.2	0.219091058246197	0.283	0.02456
MESDC2	1427	274.8	0.221567788538409	0.2859	0.0249
RPL26L1	2248	275.1	0.220329954879556	0.2855	0.02496
LTV1	1361	275.2	0.219091058246197	0.2846	0.02498
GMPPA	995	275.8	0.302172799740752	0.2851	0.02512
WIBG	2989	275.9	0.219091058246197	0.2841	0.02512
MEMO1	1424	276.1	0.217851096811131	0.2835	0.02517
STIM1	2603	276.2	0.220329954879556	0.2829	0.0252
SETD3	2412	277	0.219091058246197	0.2836	0.02536
FARSA	897	281.6	0.215367972203479	0.2936	0.02635
NDC1	1582	283.9	0.215367972203479	0.2981	0.02685
SMARCA1	2475	285.3	0.214124805352847	0.3003	0.02715
FBXO30	903	285.5	0.22404027421793	0.2998	0.0272
UFC1	2889	288.4	0.215367972203479	0.3057	0.02784
MRPL48	1487	288.9	0.211635253327149	0.3057	0.02794
GPRC5A	1033	292	0.211635253327149	0.3121	0.02862
SMEK1	2488	292	0.211635253327149	0.3111	0.02863
FXR1	945	293	0.210388864445403	0.3123	0.02885
DAP3	613	293.6	0.210388864445403	0.3127	0.02899
OCIAD2	1728	294.7	0.210388864445403	0.3144	0.02925
DHRS4	671	298	0.211635253327149	0.3213	0.03
DCPS	624	298.6	0.207892851641333	0.3217	0.03014
RETSAT	2189	299	0.209141397838592	0.3215	0.03023
NENF	1619	299.2	0.207892851641333	0.3208	0.03026
LNP	1336	300	0.207892851641333	0.3217	0.03045
MT-CO3	1512	303.3	0.205392512989685	0.3287	0.03122
UNC45A	2900	303.6	0.205392512989685	0.3284	0.0313
MT1E	1513	303.7	0.205392512989685	0.3274	0.03132
DNTTIP2	711	303.9	0.204140716780225	0.3268	0.03137
TAB2	2651	304.4	0.271425676092934	0.3269	0.03148
AGRN	80	305.9	0.202887833470143	0.3294	0.03184
MOV10	1458	306.8	0.204140716780225	0.3306	0.03206
NUDT16L1	1693	307.6	0.308011314552178	0.3313	0.03224
STX5	2621	308	0.204140716780225	0.3312	0.03234
DOCK5	712	308.6	0.205392512989685	0.3315	0.03248
TCEAL3;TCEAL6;TCEAL5	2682	311.1	0.202887833470143	0.3366	0.03309
DCBLD2	622	311.4	0.20163386116965	0.3361	0.03315
CKS2	480	312.1	0.20163386116965	0.3367	0.03332
C20orf27	331	312.4	0.200378797984026	0.3363	0.03339
TIMM23B;TIMM23	2713	313.3	0.20163386116965	0.3374	0.03361
GOSR1	1024	313.6	0.200378797984026	0.3371	0.03369
MRPS25	1496	313.6	0.200378797984026	0.336	0.03369
ADO	67	314.7	0.20163386116965	0.3375	0.03395
ACTR1B	53	316.6	0.199122642013601	0.3412	0.03443
WDR5	2980	316.8	0.200378797984026	0.3404	0.03447
TTI1	2816	317.3	0.219091058246197	0.3405	0.03459
MTA3	1517	320.5	0.199122642013601	0.3474	0.0354
VPS45	2957	320.8	0.199122642013601	0.347	0.03547
NCOR1	1581	321	0.196607044094818	0.3464	0.03553
SSU72	2592	322.1	0.20163386116965	0.3478	0.03579
PTPRJ	2075	322.3	0.196607044094818	0.3472	0.03584
SMU1	2495	324.7	0.197865391353738	0.352	0.03645
COMMD3	519	324.7	0.195347598322219	0.3509	0.03645
UBE2S	2867	326	0.195347598322219	0.3529	0.03677
SIN3A	2441	326	0.199122642013601	0.3518	0.03677
ITM2C	1242	326.8	0.195347598322219	0.3527	0.03698
CCDC43	389	327.4	0.194087052116302	0.3529	0.03712
DDX41	649	328.7	0.192825403552391	0.355	0.03746
ELOF1	812	328.9	0.242450073677701	0.3543	0.0375
OSBPL10	1741	329.3	0.200378797984026	0.3542	0.03761
BCAP29	280	331.5	0.191562650700756	0.3586	0.0382
NELFA	1614	332	0.192825403552391	0.3586	0.03831
ATXN2	260	332	0.191562650700756	0.3575	0.03831
C17orf85	325	332.7	0.194087052116302	0.3582	0.03851
ARHGEF10	195	333.6	0.191562650700756	0.3593	0.03874
ARHGAP35	190	337.6	0.191562650700756	0.3677	0.03977
PSMG1	2056	338.3	0.190298791626595	0.3685	0.03998
JUP	1250	338.5	0.190298791626595	0.3679	0.04003
MEPCE	1426	340.6	0.187767747046025	0.3719	0.04059
ORMDL1;ORMDL2	1738	341	0.189033824390017	0.3716	0.04067
ATP5J2	244	341.1	0.190298791626595	0.3708	0.04071
SNX8	2526	341.3	0.242450073677701	0.3702	0.04077
AP3M1	154	341.4	0.187767747046025	0.3694	0.04081
RING1	2204	344.6	0.187767747046025	0.3759	0.04165
C1orf52	329	344.9	0.257010618206024	0.3757	0.04175
LPP	1341	345.1	0.186500557644495	0.3749	0.04177
SNRPGP15;SNRPG	2514	345.6	0.187767747046025	0.3751	0.04192
KDELR1	1255	348.7	0.206643223983395	0.3815	0.04276
C14orf142	322	348.8	0.185232254230161	0.3806	0.04279
LAMB3	1297	349.6	0.185232254230161	0.3815	0.04302
PRKCDBP	1988	351.1	0.183962834842595	0.3841	0.04343
BRIX1	306	351.3	0.183962834842595	0.3833	0.04347
C9orf114	335	352.1	0.183962834842595	0.3841	0.04369
C4orf27	332	352.5	0.183962834842595	0.3841	0.04381
ARGLU1	185	354	0.18269229751619	0.3866	0.04423
POLA1	1900	354.2	0.18269229751619	0.386	0.04428
LARP7	1306	355.6	0.186500557644495	0.3882	0.04467
MT1X	1514	356.9	0.18269229751619	0.3902	0.04503
PELP1	1825	357.7	0.181420640280142	0.3912	0.04527
SMG9	2490	359	0.181420640280142	0.3933	0.04564
SCCPDH	2371	360.6	0.180147861158429	0.396	0.04609
MARK2	1395	360.7	0.180147861158429	0.3952	0.04612
PEBP1	1822	360.9	0.180147861158429	0.3944	0.04616
CD3EAP	409	367.5	0.183962834842595	0.4096	0.04807
CETN2	448	369.3	0.176322772640463	0.4128	0.04858
ATL2	228	369.8	0.176322772640463	0.4128	0.04871
RABGAP1	2126	370.5	0.176322772640463	0.4134	0.04892
CYC1	607	370.6	0.176322772640463	0.4125	0.04895
MAP4K4	1384	371.7	0.175045486110914	0.4143	0.0493
FRG1	933	372.9	0.250961573533219	0.416	0.04964
TBC1D15	2667	373	0.176322772640463	0.4149	0.04965
