gene.index	RP.Rsum	FC..class1.class2.	pfp	P.value
LACTB2	1294	190.3	0.291603558030565	0.2149	0.01038
SAR1B	2358	191.1	0.291603558030565	0.2158	0.0105
CC2D1B	383	195.2	0.293958979028694	0.226	0.01107
SUN2	2637	195.3	0.329984649758421	0.2246	0.01107
POLR1E	1909	197.9	0.264236151043547	0.2306	0.01145
MRPL13	1473	198.2	0.27500704749987	0.23	0.01149
MID1	1441	199.3	0.302172799740752	0.2316	0.01165
NO66	1643	201.4	0.308011314552178	0.2358	0.01194
TXN	2836	202	0.253384235800074	0.2361	0.01203
SEC16A	2384	202.7	0.255802836602718	0.2364	0.01212
MDP1	1417	204.6	0.296310560708092	0.2405	0.01241
RPL7L1	2270	205.2	0.255802836602718	0.2405	0.01249
NUF2	1698	205.6	0.249748715083569	0.2402	0.01256
COA6	515	205.9	0.263034405833794	0.2394	0.01259
LMAN2	1330	206.4	0.248534836138679	0.2394	0.01267
ALG9	120	206.5	0.283329168051641	0.2383	0.01269
PTTG1IP	2079	208.2	0.277389698810864	0.2417	0.01295
GLRX5	988	209.1	0.248534836138679	0.2427	0.01308
LMAN1	1329	210.4	0.29983076182237	0.2447	0.01327
CTGF	581	211.7	0.255802836602718	0.2468	0.01347
RBM3	2168	211.8	0.260627908126699	0.2456	0.01348
USP47	2922	212.3	0.306845500314283	0.2457	0.01357
NELFA	1614	213	0.282143228781498	0.2461	0.01367
AK1	94	213.8	0.283329168051641	0.2468	0.01379
SPTLC2	2552	215.9	0.288063200325316	0.2513	0.01413
RETSAT	2189	216.6	0.249748715083569	0.2516	0.01423
RAD18	2131	217.1	0.2904244038653	0.2515	0.0143
S100A4	2347	217.6	0.246104009883917	0.2514	0.01438
U2AF2	2846	220	0.250961573533219	0.2569	0.01478
PPP4C	1961	221	0.233888060174277	0.2582	0.01494
ATG5	225	221.1	0.276198865032242	0.2568	0.01494
ACSS2	44	223.7	0.295135249000818	0.2628	0.01538
NNT	1642	223.9	0.250961573533219	0.2617	0.0154
NDUFS8	1605	224.3	0.235114320376357	0.2613	0.01546
NUP50	1712	227.7	0.232660756790275	0.2695	0.01603
PALLD	1770	229.8	0.227741075839128	0.2739	0.01639
MMGT1	1449	231.7	0.227741075839128	0.2777	0.0167
GFM1	974	234.5	0.236339539168374	0.2843	0.0172
NPM3	1665	236.6	0.230203013366421	0.2886	0.01755
PCMT1	1791	237.2	0.22404027421793	0.2888	0.01766
LAMTOR5	1301	239	0.233888060174277	0.2925	0.01798
RCOR1	2182	239.1	0.231432408447965	0.2912	0.01799
PSMG1	2056	239.5	0.253384235800074	0.2909	0.01807
PACSIN3	1761	241.2	0.269033146455237	0.2942	0.01838
PPM1F	1935	242.9	0.22404027421793	0.2975	0.01868
PELP1	1825	244.3	0.220329954879556	0.3	0.01894
RPA3	2227	245.5	0.220329954879556	0.3018	0.01915
TBC1D4	2670	246.4	0.222804561045261	0.303	0.01932
UBL4A	2874	246.7	0.216610068742442	0.3021	0.01936
NUP160	1706	247	0.22404027421793	0.3016	0.01943
RPS27L	2301	247	0.236339539168374	0.3001	0.01943
C9orf78	339	247.1	0.241230035515445	0.2988	0.01945
BCL2L1	287	247.7	0.242450073677701	0.2989	0.01955
FAM136A	885	248.5	0.233888060174277	0.2998	0.01971
OSTF1	1747	252.2	0.22404027421793	0.3087	0.02039
PPP2R5D	1957	252.3	0.22650852980868	0.3073	0.02041
SNRPA1	2505	253.9	0.230203013366421	0.3106	0.02073
METAP1	1429	254.6	0.212880566344385	0.3109	0.02085
CNBP	504	256.4	-0.144169725316234	0.3144	0.02119
U2AF1;U2AF1L4	2845	259.7	0.211635253327149	0.3224	0.02183
EDIL3	752	260	0.243669080966863	0.3219	0.02191
TUBB8	2828	260.3	0.22650852980868	0.3211	0.02196
STRN3	2613	261.8	0.232660756790275	0.324	0.02226
HAUS5	1074	264	0.260627908126699	0.3288	0.0227
PPIL1	1929	264.1	0.209141397838592	0.3275	0.02271
CCAR2	385	264.7	0.205392512989685	0.3276	0.02283
RAC1;RAC3	2128	265.5	0.211635253327149	0.3283	0.02299
EIF3F	787	270.4	0.20163386116965	0.3409	0.02398
SPCS2	2543	272.2	0.219091058246197	0.3448	0.02437
TOP2B	2767	273.5	0.221567788538409	0.3468	0.02463
CLASP2	482	274	0.202887833470143	0.3469	0.02474
VPS33A	2953	275.3	0.244887059123534	0.349	0.02501
USP24	2919	275.4	0.20163386116965	0.3476	0.02502
EIF4H	803	277.1	0.20163386116965	0.3511	0.02539
SNTB2	2515	277.6	0.227741075839128	0.3508	0.02549
UBA3	2852	280.1	0.202887833470143	0.3566	0.02602
NEDD4	1610	280.9	0.238786859587116	0.3572	0.02619
BLMH	294	282	0.197865391353738	0.3589	0.02643
RTCA	2332	282.6	0.211635253327149	0.3592	0.02657
ARPC4	212	283	0.194087052116302	0.3587	0.02665
HACD3	1067	283	0.236339539168374	0.3572	0.02665
TSC22D1	2806	285.2	0.196607044094818	0.3618	0.02712
ENO2	824	285.3	0.192825403552391	0.3606	0.02714
CNIH4	506	286.5	0.196607044094818	0.3625	0.02741
LPXN	1342	287.1	0.215367972203479	0.3628	0.02755
TCEB2	2684	287.4	0.192825403552391	0.362	0.0276
PGRMC2	1850	287.6	0.192825403552391	0.361	0.02765
ANKFY1	126	288.9	0.197865391353738	0.3633	0.02795
ENOPH1	825	289.3	0.233888060174277	0.3629	0.02804
NIF3L1	1630	290.5	0.202887833470143	0.3649	0.02831
PLCB3	1877	290.8	0.191562650700756	0.3641	0.02837
GAPDH	958	291.5	0.173767067736706	0.3645	0.02852
TOE1	2758	292.1	0.243669080966863	0.3646	0.02864
GRB2	1036	293.1	0.191562650700756	0.366	0.02888
EEF1B2	757	294.2	0.206643223983395	0.3678	0.02914
PAPOLA	1773	294.6	0.204140716780225	0.3673	0.02922
PCBP2	1789	295.8	0.196607044094818	0.3691	0.02949
RINT1	2205	295.8	0.202887833470143	0.3678	0.0295
SHMT1	2437	297.9	0.200378797984026	0.3723	0.02998
VCL	2941	298	-0.0472191556726506	0.3709	0.02999
ACOT2;ACOT1	35	301	0.0172092900322231	0.3781	0.0307
USP10	2915	301.5	0.186500557644495	0.3779	0.03081
NUDT21	1694	301.9	0.197865391353738	0.3775	0.0309
RPL31	2255	303.3	0.195347598322219	0.38	0.03123
MAVS	1400	306.3	0.191562650700756	0.387	0.03193
TRIP6	2797	307.1	0.183962834842595	0.3879	0.03214
KIAA0020	1261	308	0.189033824390017	0.3887	0.03233
ATP6V1H	256	308.5	0.20163386116965	0.3889	0.03247
DCUN1D5	630	308.8	0.196607044094818	0.388	0.03252
RBM15	2164	309.2	0.18269229751619	0.3877	0.03263
RBM34	2169	310.2	0.180147861158429	0.389	0.03286
COX6B1	544	310.7	0.192825403552391	0.3889	0.03298
CDK5	433	312	0.190298791626595	0.3912	0.03331
AIFM2	88	312.6	0.180147861158429	0.3914	0.03345
ACO1	33	317.1	0.177598929327733	0.4025	0.03453
PWP1	2087	319.3	0.175045486110914	0.4074	0.03509
DERL1	664	320	0.176322772640463	0.4078	0.03526
CORO7	537	320.5	0.191562650700756	0.4079	0.0354
DDOST	634	322.5	0.183962834842595	0.4121	0.0359
RPS24	2296	323.1	0.185232254230161	0.4123	0.03605
RBFOX2;RBFOX1	2160	324.4	0.180147861158429	0.4143	0.03637
PPP1R7	1948	324.5	0.176322772640463	0.4131	0.03639
PUM2	2082	325.1	0.211635253327149	0.4133	0.03655
SNRPE	2512	327.3	0.180147861158429	0.4179	0.0371
RAB9A	2123	327.6	0.18269229751619	0.4175	0.03719
GAR1	960	328	0.181420640280142	0.4171	0.03729
PPP4R1	1962	328.3	0.175045486110914	0.4163	0.03736
PDE12	1805	332.9	0.185232254230161	0.4279	0.03854
MEA1	1419	338.6	0.183962834842595	0.4429	0.04004
CSTF3	578	340.4	0.167357927738514	0.4466	0.04052
IVD	1245	340.9	0.180147861158429	0.4465	0.04066
MTHFD1L	1521	341.2	0.172487515510134	0.4459	0.04075
FAH	877	342.1	0.168642035558839	0.4467	0.04097
MOCS2	1454	343.1	0.178873958169795	0.448	0.04124
ATP6V1B2;ATP6V1B1	251	343.2	0.166072675946706	0.4469	0.04128
UFL1	2891	344.2	0.183962834842595	0.4481	0.04154
PFDN5	1834	344.6	0.171206827418142	0.4478	0.04166
PSMA2	2016	346.5	0.173767067736706	0.4517	0.04217
NECAP2	1609	349.5	0.166072675946706	0.4589	0.04299
BANF1	274	350	0.173767067736706	0.4586	0.04312
RAN	2141	352.1	0.167357927738514	0.4631	0.04369
RPL22	2243	353.8	0.171206827418142	0.4665	0.04416
VANGL1	2934	355.9	0.243669080966863	0.4712	0.04476
TUBG1;TUBG2	2829	358.1	0.178873958169795	0.476	0.04538
RHOA	2199	358.2	0.177598929327733	0.4747	0.04541
MANF	1377	359.8	0.16349873228288	0.4778	0.04586
DDAH2	632	362.2	0.159629185821228	0.4831	0.04654
NAA50	1552	362.3	0.159629185821228	0.4818	0.04657
SON	2532	363.3	0.16478627814334	0.4833	0.04686
PPP2R4	1955	363.8	0.159629185821228	0.483	0.047
SRI	2558	364.4	0.158337027167101	0.483	0.04716
ARF6	178	366	0.159629185821228	0.4862	0.04762
G3BP2	948	369	0.158337027167101	0.4933	0.04848
RPL21	2242	369.4	0.160920188181103	0.493	0.04862
SNRPB;SNRPN	2506	369.5	0.15704371014558	0.4915	0.04863
ANXA4	139	369.6	0.171206827418142	0.4903	0.04868
ACAT2	27	370.8	0.167357927738514	0.4923	0.04903
CCDC58	392	371.1	0.173767067736706	0.4913	0.0491
ZMPSTE24	3032	372.3	0.160920188181103	0.4932	0.04945
PODXL	1897	372.7	0.173767067736706	0.4928	0.04957
