FC..class1.class2.	P.value
LAMB3	0.185232254230161	0.04302
PRKCDBP	0.183962834842595	0.04343
BRIX1	0.183962834842595	0.04347
C9orf114	0.183962834842595	0.04369
C4orf27	0.183962834842595	0.04381
ARGLU1	0.18269229751619	0.04423
POLA1	0.18269229751619	0.04428
LARP7	0.186500557644495	0.04467
MT1X	0.18269229751619	0.04503
PELP1	0.181420640280142	0.04527
SMG9	0.181420640280142	0.04564
SCCPDH	0.180147861158429	0.04609
MARK2	0.180147861158429	0.04612
PEBP1	0.180147861158429	0.04616
CD3EAP	0.183962834842595	0.04807
CETN2	0.176322772640463	0.04858
ATL2	0.176322772640463	0.04871
RABGAP1	0.176322772640463	0.04892
CYC1	0.176322772640463	0.04895
MAP4K4	0.175045486110914	0.0493
FRG1	0.250961573533219	0.04964
TBC1D15	0.176322772640463	0.04965
