gene.index	RP.Rsum	FC..class1.class2.	pfp	P.value
USP24	2919	109.1	0.24731993497982	0.07924	0.002396
ITCH	1233	109.1	0.250961573533219	0.07845	0.002398
GPR116	1032	109.3	0.269033146455237	0.07798	0.00241
CYCS	608	110.2	0.246104009883917	0.07898	0.002466
STEAP3	2602	111.5	0.241230035515445	0.08071	0.002547
HLA-DRA	1108	111.6	0.243669080966863	0.08012	0.002555
CST1	573	112.4	0.24000896473507	0.0808	0.002603
PODXL	1897	112.7	0.237563718317676	0.08067	0.002625
VANGL1	2934	114.2	0.249748715083569	0.08281	0.002722
NEDD4	1610	114.6	0.238786859587116	0.0827	0.002746
GTF3C4	1056	116	0.236339539168374	0.08468	0.00284
WDR44	2979	116.5	0.244887059123534	0.08486	0.002873
SFXN3	2427	117.6	0.231432408447965	0.08626	0.002949
LAMC1	1298	118.4	0.243669080966863	0.08711	0.003007
PREB	1978	123.4	0.270229907237998	0.09649	0.003362
ASPM	220	125.4	0.232660756790275	0.0998	0.00351
BASP1	276	127.6	0.219091058246197	0.1037	0.00368
AGRN	80	128	0.264236151043547	0.1035	0.003709
RAP1B	2148	128	0.270229907237998	0.1026	0.003711
TMEM106B	2737	128.6	0.228972569760161	0.103	0.003759
NOL11	1648	128.9	0.232660756790275	0.1027	0.003781
CYR61	611	130.7	0.225274929869569	0.1058	0.00393
NUMB	1701	132.2	0.216610068742442	0.108	0.004048
DCUN1D1	629	132.9	0.22404027421793	0.1086	0.004106
RNF149	2213	132.9	0.214124805352847	0.1077	0.004107
FDFT1	904	133.1	0.221567788538409	0.1072	0.004123
SNX17	2519	133.2	0.220329954879556	0.1065	0.004132
ADPGK	68	133.9	0.219091058246197	0.1071	0.004189
COL6A1	517	135.5	0.215367972203479	0.1097	0.004326
HACD3	1067	136.1	0.221567788538409	0.11	0.004375
OTUD6B	1749	136.6	0.210388864445403	0.1103	0.004423
F8A1	872	137	0.314986485468515	0.1101	0.004454
ENSA	827	137.1	0.212880566344385	0.1095	0.004465
GAPDH	958	137.7	0.212880566344385	0.1099	0.004515
ZNF207	3035	140.2	0.249748715083569	0.1144	0.00474
LRP10	1344	141.7	0.210388864445403	0.1166	0.004868
MED4	1423	142.1	0.207892851641333	0.1166	0.004905
SLC20A1	2448	142.6	0.266636642513989	0.1169	0.004955
TACC2	2653	142.7	0.232660756790275	0.1163	0.004968
UQCRB	2906	143.2	0.205392512989685	0.1163	0.00501
CTGF	581	144.1	0.212880566344385	0.1173	0.005092
VPS37A	2955	144.1	0.204140716780225	0.1166	0.005098
WRNIP1	2991	144.9	0.210388864445403	0.1174	0.005172
OSBPL2	1742	145.5	0.243669080966863	0.1178	0.005226
SEC24B	2390	145.6	0.206643223983395	0.117	0.005232
SF3B6	2423	145.7	0.202887833470143	0.1164	0.005244
KIF2C	1273	146.6	0.20163386116965	0.1175	0.005333
MRE11A	1468	148.2	0.202887833470143	0.12	0.005482
APP	167	149.8	0.200378797984026	0.1226	0.005641
CMC1	501	150.7	0.204140716780225	0.1236	0.005727
SPECC1L	2545	151.1	0.20163386116965	0.1237	0.005774
UBE2G2	2859	152.9	0.200378797984026	0.1266	0.005952
USP47	2922	152.9	0.197865391353738	0.1258	0.005953
AGO2	76	153.5	0.196607044094818	0.1261	0.006011
CTR9	590	156	0.195347598322219	0.1307	0.006271
ANTXR2	134	156.5	0.192825403552391	0.1309	0.006323
MIA3	1438	160.2	0.191562650700756	0.1381	0.006719
CST3	574	160.9	0.190298791626595	0.1388	0.0068
LEMD2	1312	161	0.190298791626595	0.138	0.006802
PTBP3	2061	163.7	0.187767747046025	0.1432	0.007109
RAB1A	2106	165	0.186500557644495	0.145	0.007244
NUP85	1715	165.2	0.186500557644495	0.1446	0.007274
UFL1	2891	166.2	0.190298791626595	0.1459	0.007384
PRC1	1969	166.6	0.185232254230161	0.1458	0.007429
ACAA1	20	166.8	0.183962834842595	0.1454	0.007456
PPFIBP1	1922	166.9	0.187767747046025	0.1446	0.007461
CLTCL1	497	169.2	0.237563718317676	0.1488	0.007731
MRPS7	1503	171.1	0.18269229751619	0.1523	0.007958
POR	1917	171.1	0.181420640280142	0.1513	0.007959
PSMB10	2023	171.2	0.181420640280142	0.1504	0.007961
PPIL1	1929	171.3	0.18269229751619	0.1497	0.007975
AP1B1	143	171.8	0.181420640280142	0.1501	0.008043
SRPR	2567	172.1	0.18269229751619	0.1497	0.008071
MRPS17	1492	172.9	0.185232254230161	0.1507	0.008173
CD2BP2	408	173	0.180147861158429	0.1499	0.008179
ESYT2	853	173.1	0.180147861158429	0.1492	0.00819
RPS27L	2301	174.2	0.181420640280142	0.1507	0.008325
TOLLIP	2759	174.6	0.181420640280142	0.1506	0.008368
AP1G1	144	174.8	0.180147861158429	0.1502	0.008395
HOOK3	1141	176.7	0.177598929327733	0.1536	0.008632
PARVA	1780	177	0.177598929327733	0.1533	0.008666
CTBP2	580	177.5	0.176322772640463	0.1536	0.008734
PTCD3	2062	179.9	0.176322772640463	0.1578	0.009025
PPIL3	1930	180.2	0.178873958169795	0.1577	0.009073
INPP1	1212	181.2	0.176322772640463	0.159	0.009197
CDK6	434	182	0.175045486110914	0.1598	0.009298
MAP2K1	1381	183.3	0.173767067736706	0.1617	0.009463
UBR1	2879	184.5	0.172487515510134	0.1636	0.009624
UFC1	2889	184.9	0.173767067736706	0.1635	0.009674
RPS24	2296	185.8	0.171206827418142	0.1646	0.009793
EIF2B5	778	186.1	0.172487515510134	0.1642	0.009827
MUT	1527	186.2	0.175045486110914	0.1636	0.009839
PTMA	2068	186.3	0.171206827418142	0.163	0.009862
SUN2	2637	186.5	0.258217389536018	0.1626	0.009886
POLD3	1903	187.1	0.171206827418142	0.163	0.009965
FAM136A	885	188.3	0.171206827418142	0.1647	0.01013
ACBD5	29	189	0.169925001442312	0.1652	0.01021
AIM1	89	189.3	0.169925001442312	0.1651	0.01026
ACAD9	23	189.8	0.171206827418142	0.1654	0.01033
CDC26	421	190.5	0.168642035558839	0.1659	0.01042
PSMB9	2031	191.1	0.168642035558839	0.1663	0.01049
FAM21A;FAM21C	889	193.6	0.166072675946706	0.1709	0.01084
OXA1L	1750	193.6	0.166072675946706	0.1701	0.01085
RTF1	2334	196.7	0.16478627814334	0.1759	0.01127
APPL2	169	198.9	0.16349873228288	0.1797	0.01158
DYNC1LI2	738	202.7	0.160920188181103	0.1873	0.01213
SEH1L	2396	203.4	0.16349873228288	0.188	0.01224
PLXNA1	1888	205.6	0.159629185821228	0.1919	0.01256
PLS1	1886	207.6	0.158337027167101	0.1956	0.01286
CUL3	598	209	0.15704371014558	0.1977	0.01306
SEC22B	2385	211.1	0.155749232677945	0.2014	0.01337
FNDC3B	931	211.1	0.154453592679872	0.2005	0.01338
PMVK	1892	214.2	0.186500557644495	0.2066	0.01385
STXBP3	2626	214.4	0.155749232677945	0.2061	0.01389
FAF1	875	215.8	0.153156788061421	0.2082	0.0141
PPP1R2;PPP1R2P3	1947	219.4	0.153156788061421	0.2157	0.01468
HAGH	1071	219.8	0.153156788061421	0.2156	0.01474
RPS6	2308	221.8	0.151858816727005	0.2192	0.01506
GALK1	953	222	0.153156788061421	0.2187	0.0151
MRPL44	1484	223.5	0.147957881387101	0.2212	0.01534
NELFCD	1616	226.1	0.202887833470143	0.2263	0.01577
NCDN	1574	228.6	0.151858816727005	0.2312	0.01619
RAB5A	2117	229.6	0.147957881387101	0.2325	0.01635
CORO7	537	235.9	0.142740172116082	0.2467	0.01744
RHOC	2200	236.9	0.144046369616707	0.248	0.01761
NUP35	1710	238.4	0.146655222119465	0.2506	0.01788
CUL4A	599	238.9	0.140124223909071	0.2507	0.01796
ZC3H18	3023	239.1	0.141432790929296	0.2499	0.01799
ZC3H11A	3020	241.7	0.14535138557262	0.2552	0.01846
TAP1	2660	243.5	0.137503523749935	0.2586	0.01879
HEBP2	1085	243.6	0.137503523749935	0.2578	0.01881
PLCG1	1878	245.1	0.136191386287144	0.2601	0.01907
BCAR3	283	246.3	0.137503523749935	0.2621	0.0193
EXOSC7	867	248.4	0.140124223909071	0.2662	0.01969
RNF20	2215	248.7	0.134878054343112	0.2656	0.01973
MRPS23	1495	249.7	0.133563525741106	0.267	0.01993
PSMB2	2024	250.2	0.133563525741106	0.2672	0.02003
CHML	458	251.6	0.134878054343112	0.2695	0.02029
DDX58	657	251.7	0.13224779829844	0.2686	0.02031
DOHH	715	253.1	0.133563525741106	0.2709	0.02057
TAX1BP1	2664	253.5	0.13224779829844	0.2708	0.02065
CSTF2	577	254.4	0.13224779829844	0.2717	0.02081
SLAIN2	2444	257.1	0.13224779829844	0.2773	0.02133
ADIRF	64	257.8	0.130930869826449	0.278	0.02147
PEX6	1829	258.6	0.130930869826449	0.2787	0.02162
RRAS	2318	259.2	0.13224779829844	0.279	0.02174
ERAP1	839	261.3	0.130930869826449	0.2832	0.02216
CHD1	454	262.2	0.136191386287144	0.2843	0.02234
CHMP4A	462	262.6	0.130930869826449	0.284	0.02241
PSIP1	2014	262.9	0.12961273813047	0.2836	0.02247
NUP107	1702	264	0.133563525741106	0.2853	0.0227
SMCHD1	2487	264.2	0.128293401009818	0.2844	0.02272
RUFY1	2338	265.3	0.12565110166152	0.2861	0.02295
SLC38A2	2461	265.5	0.128293401009818	0.2856	0.023
AURKB	265	266.4	0.134878054343112	0.2865	0.02317
RPL22	2243	267.6	0.128293401009818	0.2884	0.02341
PRPSAP1	2008	268.6	0.124328135002202	0.2898	0.02363
PCBD1	1787	269.6	0.16349873228288	0.2912	0.02383
EIF3J	791	270	0.128293401009818	0.2909	0.02391
ADAM9	59	270.5	0.124328135002202	0.291	0.02401
RABGAP1	2126	270.9	0.12565110166152	0.2908	0.02409
DUSP3	732	271.8	0.128293401009818	0.2918	0.02427
C14orf142	322	271.8	0.12565110166152	0.2908	0.02428
FRYL	935	273.1	0.124328135002202	0.2928	0.02454
AHCTF1	81	273.8	0.12565110166152	0.2934	0.02469
WFS1	2988	276.3	0.162210036314307	0.2984	0.02521
WIBG	2989	276.8	0.124328135002202	0.2986	0.02532
FIS1	913	277	0.12961273813047	0.2979	0.02537
CPSF3	554	280.5	0.12300395405482	0.3054	0.0261
IKBKG	1200	281.4	0.12565110166152	0.3066	0.02631
RAP1A	2147	283	0.120351940365222	0.3093	0.02664
GBP1	966	283.5	0.120351940365222	0.3094	0.02675
MAPRE2	1391	283.9	0.119024103142275	0.3094	0.02685
UGCG	2893	284.2	0.124328135002202	0.3088	0.0269
SPINT2	2547	286	0.119024103142275	0.3121	0.02729
SPTLC2	2552	286.2	0.149259365499623	0.3115	0.02734
NT5DC1	1680	287.6	0.120351940365222	0.3139	0.02766
DDAH2	632	289.4	0.116364756691785	0.3171	0.02804
ELP3	815	289.4	0.120351940365222	0.3159	0.02804
PLAUR	1875	293.8	0.11503324294624	0.3261	0.02905
MARK2	1395	293.9	0.117695042669755	0.325	0.02906
STK38	2607	294.6	0.116364756691785	0.3257	0.02923
BAP18	275	294.8	0.116364756691785	0.3249	0.02926
CISD2	473	297.9	0.120351940365222	0.3317	0.02998
MRPL48	1487	299	0.133563525741106	0.3332	0.03023
KIF13B	1268	299.2	0.113700499164728	0.3323	0.03026
TRIM21	2786	300.8	0.14535138557262	0.3353	0.03065
IFIT5	1190	302.3	0.11503324294624	0.3378	0.03098
ATPIF1	257	303.1	0.112366523072563	0.3389	0.03119
RAB6A	2120	303.7	0.112366523072563	0.339	0.03131
MVP	1529	304.2	0.112366523072563	0.3392	0.03144
STX7	2622	307.1	0.111031312388744	0.3453	0.03213
RAB9A	2123	307.6	0.113700499164728	0.3454	0.03225
HN1	1118	308.5	0.112366523072563	0.3465	0.03246
NDUFAF2	1596	313.3	0.121678556588252	0.3576	0.03362
PSMG1	2056	315.5	0.113700499164728	0.3621	0.03416
FN3KRP	929	317.2	0.113700499164728	0.3651	0.03457
EXOSC8	868	318.7	0.111031312388744	0.3677	0.03493
HN1L	1119	319.2	0.111031312388744	0.3678	0.03506
PLCB3	1877	319.6	0.108357178090419	0.3677	0.03518
PHYHD1	1860	320.6	0.10969486482593	0.3689	0.03541
ENOPH1	825	322	0.10701824988212	0.3713	0.03576
ARMC10	204	322.5	0.10701824988212	0.3714	0.0359
TGFBR2	2696	322.8	0.10969486482593	0.371	0.03598
GOLGA3	1016	325.4	0.108357178090419	0.3764	0.03663
GABARAP	950	325.9	0.105678077894537	0.3765	0.03676
WDFY1	2970	326.7	0.10969486482593	0.3771	0.03694
APLP2	160	328.8	0.104336659814736	0.3814	0.03749
PLXNB2	1889	329.8	0.105678077894537	0.3829	0.03776
SP100	2535	329.9	0.104336659814736	0.3817	0.03777
NFIC	1623	332.4	0.120351940365222	0.387	0.03842
WDR82	2986	333	0.102993993323326	0.3873	0.03858
USP15	2917	333	0.104336659814736	0.3861	0.03858
HSD17B12	1150	333.7	0.102993993323326	0.3867	0.03877
TOE1	2758	333.9	0.137503523749935	0.3857	0.0388
IFIT3	1189	334.1	0.102993993323326	0.385	0.03885
RNF40	2216	334.4	0.102993993323326	0.3846	0.03894
COASY	516	334.6	0.102993993323326	0.384	0.039
MET	1428	335.4	0.108357178090419	0.3846	0.0392
ABCD3	10	336.6	0.102993993323326	0.3864	0.03951
ZC3HAV1	3026	336.9	0.102993993323326	0.3862	0.03961
IGFBP7	1196	338.3	0.104336659814736	0.3885	0.03997
MRPL14	1474	338.8	0.119024103142275	0.3884	0.04009
NR3C1	1668	342.1	0.104336659814736	0.3958	0.04099
SNX2	2520	342.4	0.100304905795685	0.3954	0.04107
COPG2	525	342.4	0.102993993323326	0.3941	0.04107
PPP2R5D	1957	345.1	0.100304905795685	0.3998	0.04179
SEPT10	2400	345.2	0.100304905795685	0.3987	0.04181
SMYD5	2497	346	0.102993993323326	0.3997	0.04204
FLOT1	925	347.4	0.100304905795685	0.4019	0.04241
TAP2	2661	348.9	0.0989584800881688	0.4044	0.04281
TMF1	2746	349.6	0.101650076094435	0.4052	0.04302
OAS3	1725	350.2	0.104336659814736	0.4054	0.04318
TMEM109	2738	351	0.101650076094435	0.4062	0.04339
RPA2	2226	351.9	0.0976107966264223	0.4074	0.04366
SERPINB1	2407	353.5	0.0976107966264223	0.4103	0.0441
ACTR10	51	355.4	0.0976107966264223	0.4138	0.04462
CCDC58	392	361.3	0.100304905795685	0.4279	0.04628
BRD4	304	363.5	0.0962618530584035	0.4323	0.0469
HLA-C	1107	363.8	0.094911647025467	0.4319	0.04699
ARPC5	213	366.8	0.0962618530584035	0.4384	0.04784
ESF1	851	367.6	0.102993993323326	0.4393	0.04809
PHF3	1855	371.4	0.100304905795685	0.4479	0.04918
ROCK2	2222	371.5	0.0935601761623378	0.4471	0.04924
SRP9	2565	372.1	0.094911647025467	0.4472	0.0494
