gene.index	RP.Rsum	FC..class1.class2.	pfp	P.value
ARPC5	213	183.3	0.207892851641333	0.2042	0.009464
AAAS	1	184.6	0.190298791626595	0.2064	0.009637
POM121;POM121C	1915	188.2	0.192825403552391	0.2151	0.01011
CRKL	559	189.3	0.189033824390017	0.2168	0.01026
CLIP2	488	191.1	0.263034405833794	0.2201	0.01049
RHOC	2200	196.2	0.181420640280142	0.2336	0.01121
RPL27A	2250	198.3	0.18269229751619	0.238	0.0115
NOP16	1655	198.5	0.18269229751619	0.2368	0.01152
NDUFA12	1588	198.5	0.252173413202027	0.2354	0.01153
GRIPAP1	1038	198.8	0.186500557644495	0.2346	0.01157
CCNH	398	199.5	0.204140716780225	0.2352	0.01168
NSF	1674	205.3	0.176322772640463	0.2504	0.01251
PSMF1	2055	205.4	0.180147861158429	0.2492	0.01253
DERA	663	206.1	0.178873958169795	0.2495	0.01263
GLRX5	988	206.7	0.176322772640463	0.2495	0.01271
DIMT1	684	209.6	0.187767747046025	0.2566	0.01316
MPI	1463	211.5	0.173767067736706	0.2605	0.01344
PPHLN1	1923	212.9	0.183962834842595	0.263	0.01366
CYCS	608	213.7	0.18269229751619	0.2636	0.01378
STMN2	2610	215	0.173767067736706	0.2659	0.01399
SORT1	2534	215.8	0.177598929327733	0.2667	0.01411
LDLR	1311	216.1	0.172487515510134	0.2658	0.01415
RPS6KB1;RPS6KB2	2312	216.1	0.172487515510134	0.2643	0.01416
SRPR	2567	217.1	0.172487515510134	0.2655	0.01431
CHMP1A	459	218.5	0.173767067736706	0.2679	0.01453
ACOX1	38	219.2	0.180147861158429	0.2684	0.01464
CRYZ	562	221.3	0.169925001442312	0.2728	0.01498
IPO8	1220	223.6	0.171206827418142	0.278	0.01535
RAB4A	2116	225.8	0.168642035558839	0.2829	0.01571
NDUFV2	1607	228.5	0.167357927738514	0.2892	0.01616
RNF115	2212	229.7	0.18269229751619	0.2912	0.01637
PRDX5	1976	232.6	0.171206827418142	0.2982	0.01686
PEX6	1829	234.4	0.160920188181103	0.3019	0.01717
PSMG2	2057	236.4	0.162210036314307	0.3062	0.01752
MYH14	1537	236.9	0.159629185821228	0.306	0.0176
POLD1	1901	237	0.18269229751619	0.3045	0.01762
ATPIF1	257	238.7	0.173767067736706	0.3079	0.01792
TLE3;TLE2	2726	238.7	0.169925001442312	0.3063	0.01792
SREK1	2555	239.8	0.158337027167101	0.3079	0.01812
PLBD2	1876	239.8	0.175045486110914	0.3064	0.01813
MRPL13	1473	241.2	0.177598929327733	0.3088	0.01837
UBE2V1	2868	241.9	0.160920188181103	0.3092	0.0185
ABCC1	9	242.1	0.16349873228288	0.3081	0.01853
NUP133	1703	243.4	0.158337027167101	0.3101	0.01876
STX8	2623	244.1	0.172487515510134	0.3107	0.0189
EMC2	817	244.7	0.15704371014558	0.3108	0.019
PFDN2	1832	245.4	0.160920188181103	0.3113	0.01914
FABP5	873	245.7	0.183962834842595	0.3103	0.01918
MEMO1	1424	248.5	0.154453592679872	0.3171	0.0197
MRPL38	1482	252.8	0.176322772640463	0.3285	0.02052
ARFGAP2	180	253.2	0.154453592679872	0.3277	0.02058
RABEP1	2124	255.3	0.151858816727005	0.3326	0.02099
NUP35	1710	255.6	0.151858816727005	0.3318	0.02105
CTBP2	580	256.1	0.227741075839128	0.3314	0.02114
SSFA2	2586	256.6	0.160920188181103	0.3313	0.02124
ENSA	827	257.7	0.150559676575381	0.3329	0.02145
SF3B6	2423	262.8	0.147957881387101	0.3467	0.02245
NSRP1	1676	265.7	0.147957881387101	0.3538	0.02303
CHMP3	461	266	0.150559676575381	0.3529	0.02309
UBE2C	2857	270	0.149259365499623	0.3636	0.02391
PPP3CA;PPP3CB	1959	270.5	0.151858816727005	0.3633	0.024
ADSS	72	270.9	0.144046369616707	0.3627	0.02408
MTHFD1L	1521	271.1	0.147957881387101	0.3617	0.02414
MGAT2	1434	272	0.155749232677945	0.3627	0.02432
TAB2	2651	272.6	0.189033824390017	0.3626	0.02443
STBD1	2601	274.3	0.147957881387101	0.3662	0.0248
SYNE3	2647	274.5	0.10701824988212	0.3651	0.02484
PYCR1	2091	274.7	0.144046369616707	0.3639	0.02488
NUP50	1712	274.9	0.14535138557262	0.3628	0.02493
KIF21A	1270	276.3	0.150559676575381	0.3653	0.02522
NIF3L1	1630	276.6	0.149259365499623	0.3644	0.02528
RELA	2187	277.4	0.150559676575381	0.3653	0.02545
LIN7C	1327	277.7	0.153156788061421	0.3643	0.02551
FAM134C	884	277.7	0.14535138557262	0.3627	0.02551
CALD1	346	277.9	0.144046369616707	0.3616	0.02556
NBR1	1568	280.4	0.146655222119465	0.3675	0.02609
COX20	540	280.6	0.144046369616707	0.3662	0.02612
PPP2R5E	1958	282.3	0.142740172116082	0.3696	0.02649
C11orf98	320	285.4	0.138814468902282	0.3774	0.02717
MRPL15	1475	288.5	0.140124223909071	0.385	0.02784
POLR1E	1909	292.9	0.140124223909071	0.397	0.02884
MAP1LC3B;MAP1LC3B2	1379	293.9	0.158337027167101	0.3981	0.02905
MTA2	1516	295.9	0.159629185821228	0.4025	0.0295
NUF2	1698	297.5	0.137503523749935	0.4057	0.02988
SPTBN1	2550	298.9	0.0799753767205959	0.4085	0.03021
TBC1D4	2670	299.1	0.151858816727005	0.4073	0.03026
RRS1	2328	299.7	0.14535138557262	0.4073	0.03039
CBR3	379	300.4	0.134878054343112	0.4077	0.03055
MOB4	1453	302.3	0.134878054343112	0.4118	0.031
NADK2	1554	302.4	0.160920188181103	0.4103	0.03102
ARL2	200	303.4	0.133563525741106	0.4115	0.03125
ACY1	56	304.1	0.147957881387101	0.412	0.03143
POLD3	1903	304.9	0.133563525741106	0.4125	0.0316
SPR	2548	305	0.133563525741106	0.4113	0.03164
CNN3	508	305.9	0.190298791626595	0.412	0.03183
RAB13	2103	306.7	0.134878054343112	0.4129	0.03203
CCDC43	389	307.8	0.13224779829844	0.4146	0.0323
MRPL11	1471	309.2	0.142740172116082	0.417	0.03262
HOOK3	1141	311.8	0.137503523749935	0.4234	0.03326
POLR1B1	1907	311.9	-0.483379653361834	0.4219	0.03328
FIS1	913	312.1	0.146655222119465	0.4205	0.03332
MRPL4	1483	313.2	0.142740172116082	0.4222	0.03359
TBC1D13	2666	313.2	0.130930869826449	0.4206	0.0336
XAB2	2993	314.4	0.0989584800881688	0.4225	0.03389
LMAN1	1329	315.8	0.13224779829844	0.4248	0.03422
ARAF	172	319.6	0.149259365499623	0.4349	0.03517
SAAL1	2349	320.3	0.154453592679872	0.4352	0.03533
NHP2L1	1629	320.5	0.128293401009818	0.4341	0.03539
CDC16	419	321	0.12961273813047	0.4338	0.03551
CDC26	421	321.7	0.13224779829844	0.4342	0.03568
PPP6R1	1966	322	0.136191386287144	0.4334	0.03576
SDCBP	2376	322.6	0.128293401009818	0.4336	0.03592
MUT	1527	323.9	0.126972856257766	0.4358	0.03624
COL6A1	517	326	0.137503523749935	0.4403	0.03677
AURKB	265	327	0.134878054343112	0.4416	0.03702
ATAD3A	222	327	0.126972856257766	0.4401	0.03704
RINT1	2205	328.3	0.153156788061421	0.4422	0.03736
MEN1	1425	333	0.185232254230161	0.4548	0.03857
SNX5	2524	333.7	0.141432790929296	0.4553	0.03877
CHD1	454	334.3	0.124328135002202	0.4552	0.03891
CDC37	422	334.7	0.124328135002202	0.4549	0.03903
WDR44	2979	336.6	0.140124223909071	0.4589	0.03952
SPCS2	2543	337.1	0.124328135002202	0.4585	0.03964
SPTLC1	2551	337.2	0.12961273813047	0.4571	0.03967
MPZL1	1467	338.9	0.121678556588252	0.4606	0.04012
UBE2M	2863	339.3	0.128293401009818	0.4602	0.04024
ZNF622	3038	342.3	0.121678556588252	0.4676	0.04104
PCBP2	1789	343.2	0.121678556588252	0.4685	0.04127
MYO18A	1542	344.7	0.121678556588252	0.4712	0.04167
SLAIN2	2444	345.4	0.120351940365222	0.4716	0.04186
GNS	1014	347.1	0.12565110166152	0.4752	0.04233
PAIP1	1767	347.2	0.121678556588252	0.4738	0.04237
GSTM1;GSTM4	1048	347.6	0.12300395405482	0.4731	0.04246
NUDT9	1697	348.9	0.147957881387101	0.4755	0.04283
VRK1	2960	350.8	0.121678556588252	0.4794	0.04334
KANK2	1251	351.4	0.120351940365222	0.4797	0.04352
PAFAH1B1	1763	353.4	0.117695042669755	0.4839	0.04407
STRN4	2614	355.3	0.12300395405482	0.4878	0.04458
PDIA6	1811	357.7	0.120351940365222	0.4935	0.04526
NFS1	1625	359.5	0.12300395405482	0.4972	0.04577
COPZ1	534	361.9	0.116364756691785	0.5028	0.04644
SCAMP4	2369	362.3	0.13224779829844	0.5025	0.04658
VTA1	2961	362.4	0.116364756691785	0.5007	0.04658
SYNJ2	2648	363.7	0.121678556588252	0.5032	0.04698
EDF1	751	364.1	0.11503324294624	0.5024	0.04707
LIG3	1322	364.4	0.119024103142275	0.5016	0.04716
STIM1	2603	364.6	0.11503324294624	0.5006	0.04723
SIK3	2439	365.1	0.120351940365222	0.5003	0.04737
TIMM8B	2716	365.1	0.11503324294624	0.4987	0.04738
NIT1	1633	370	0.10701824988212	0.5119	0.0488
NHLRC2	1627	370.1	0.117695042669755	0.5103	0.04882
TCEAL3;TCEAL6;TCEAL5	2682	371.1	0.117695042669755	0.5116	0.0491
OTUD6B	1749	372.9	0.12565110166152	0.5152	0.04963
ARFGAP1	179	373	0.112366523072563	0.5138	0.04965
PRPF4B	2003	374.1	0.11503324294624	0.5154	0.04999
