hgnc_symbol	FC..class1.class2.	P.value
MEAK7	-0.168642035558839	0.01287
RHOT2	0.254805701921199	0.003628
TIGD7	0.197269104467843	0.01092
ARSG	-0.259423152281415	0.001548
PRELID3A	0.246395463720005	0.004285
ARHGDIA	0.160685336544851	0.02495
TMC6	0.170393953539446	0.01873
SLC16A3	0.151041617207605	0.02874
CEP131	0.24759392878462	0.00416
CBX4	0.229720656790274	0.005729
TNFRSF11A	-0.158337027167101	0.01974
MISP3	0.315809633503983	0.000969
TPGS1	0.585323219573114	3.205e-06
PFKL	0.165369677690538	0.02136
SH3GL1	0.146403493797487	0.03107
TMEM91	-0.258217389536018	0.001953
PGGHG	0.175435787910173	0.01969
COL6A1	0.163591067720262	0.02209
COL6A2	0.193304746468242	0.01203
LMTK3	0.227185312500807	0.006344
RNPEPL1	0.179841465269835	0.01531
CAPN10	0.173156648351036	0.02392
ZNF787	0.30989583895542	0.001155
EVI5L	0.155533998633904	0.0252
CTU1	0.175272872767897	0.01709
NOSIP	0.136537241740878	0.03969
PRDM16	-0.308011314552178	0.0004769
EFHD2	0.146403493797487	0.03424
SYTL1	0.139553606611556	0.04156
SERBP1	0.128156351490682	0.04529
SLC44A3	-0.119024103142275	0.04948
IGSF3	-0.231432408447965	0.002772
LHX9	0.205396985351244	0.009963
ECM1	-0.13224779829844	0.03473
CTSK	-0.169925001442312	0.01241
SELENBP1	-0.178873958169795	0.009756
LSP1P4	-0.303342394487331	0.0004478
C1orf56	0.188364569146256	0.01396
SUSD4	-0.220329954879556	0.004036
DUSP10	-0.121678556588252	0.04747
HHIPL2	-0.12565110166152	0.04396
SLC27A3	-0.142740172116082	0.0347
FLG	-0.177598929327733	0.009813
WNT9A	0.14496710279792	0.03135
EPHX1	-0.181420640280142	0.009231
ATP6V1C2	-0.388465097283154	5.33e-05
MALL	-0.24731993497982	0.002175
TMEM177	-0.13224779829844	0.03468
RABL2A	-0.136191386287144	0.03677
FBLN7	0.16682653676166	0.02092
FAHD2B	-0.192825403552391	0.007756
GPR17	-0.0908534304511135	0.04954
ZNF385B	-0.200378797984026	0.008009
ACKR3	-0.136191386287144	0.03891
HES6	0.263611599296539	0.003026
GMPPA	-0.120351940365222	0.04724
CSRNP1	-0.151858816727005	0.01963
GOLGA4	-0.215367972203479	0.008417
MYH15	-0.133563525741106	0.03374
ADPRH	0.162783332946971	0.02285
BOC	0.218934101564037	0.00718
TM4SF19	-0.244887059123534	0.002601
DGKQ	0.196772963565072	0.01209
SLC26A1	0.290003631088599	0.001866
DDIT4L	0.327710447481369	0.0007635
IQGAP2	0.251023610753787	0.004592
BDP1	-0.121678556588252	0.0465
C1QTNF2	0.168446996373663	0.02551
NHP2	0.147521676357613	0.03355
FAM50B	0.129733929604017	0.04565
FARS2	-0.12961273813047	0.03652
TRIM7	0.199421022201632	0.01274
DOK3	0.214407601295769	0.009273
PPP1R18	0.170881103650739	0.02051
SLC2A12	-0.149259365499623	0.02547
C7orf50	0.27508784068439	0.00242
RPL32P18	0.209728405586698	0.01224
POMZP3	-0.16478627814334	0.01605
ZC3HAV1L	-0.154453592679872	0.02383
CLTRN	-0.286881147788162	0.0009189
CHST7	0.220614193801064	0.006798
RAB41	0.196111707662175	0.01488
GCNA	-0.16478627814334	0.01496
NXF3	-0.205392512989685	0.006815
FRMPD3	-0.278579550458423	0.00103
GNRH1	-0.130930869826449	0.04149
PLPP5	-0.126972856257766	0.04118
SYBU	-0.147957881387101	0.02536
ARHGAP39	0.351994820189507	0.0004814
SLC39A4	0.198758551731541	0.01282
FBXO10	-0.202887833470143	0.006147
ASTN2	-0.296310560708092	0.0005602
GBGT1	-0.175045486110914	0.01474
PAXX	0.237183474018894	0.005087
NOTCH1	0.237353532961849	0.005496
TMEM236	0.229720656790274	0.006401
HTR7	-0.126972856257766	0.04255
PLEKHS1	-0.209141397838592	0.003745
ROM1	-0.183962834842595	0.009832
B3GAT3	0.176413665291188	0.01861
JPH2	-0.439357178474257	1.453e-05
KIAA1755	-0.12300395405482	0.04905
NUDT22	0.459972730742493	4.136e-05
VPS51	0.221286778913893	0.006716
MPP7	0.293889442803533	0.001596
FAM124A	-0.195347598322219	0.00828
MIA2	0.161814647789121	0.02369
WDR17	0.177065951971629	0.0201
CD226	-0.158337027167101	0.0184
PPP1R1C	-0.241230035515445	0.002278
SEC24D	-0.167357927738514	0.01305
ABCB9	0.140348436140166	0.03475
TMEM86A	-0.334568275666133	0.0001974
ANK3	-0.126972856257766	0.04304
KCTD14	-0.134878054343112	0.03512
CCDC3	-0.199122642013601	0.007439
TEX9	-0.130930869826449	0.04918
AKR1C2	-0.291603558030565	0.0007192
ADAM8	0.212066106395924	0.008361
RNF144A	-0.197865391353738	0.006568
TMEM45B	-0.197865391353738	0.007898
NBAS	-0.13224779829844	0.03435
MZT2B	0.590527596324933	2.115e-06
OBI1	0.129891782335822	0.04391
PSTPIP2	-0.12961273813047	0.04076
PDE3B	0.259115602482341	0.003283
SPOCK1	-0.217851096811131	0.004432
FAM151B	0.212066106395924	0.0081
ZNF837	0.702984711585528	3.433e-07
CCNO	0.203402245951694	0.009975
SLC16A12	-0.204140716780225	0.006784
TXNDC11	-0.16478627814334	0.01452
CLGN	0.133052469416402	0.0406
SYCP2L	0.383454096748932	0.000256
ADGRF4	-0.220329954879556	0.004652
INO80C	-0.159629185821228	0.01634
UBALD1	0.285600603069597	0.001897
CD8A	-0.20163386116965	0.005578
C7orf31	-0.186500557644495	0.009793
MCOLN2	0.158912488704066	0.02551
MSI2	0.209728405586698	0.008905
GDPD1	0.439676337917637	0.0001243
C16orf74	0.3287972234581	0.000757
RETREG1	0.141143703808663	0.03879
ABI3BP	-0.153156788061421	0.02126
C4orf19	-0.12961273813047	0.04604
TNIK	-0.14535138557262	0.02773
NEIL2	-0.126972856257766	0.03958
OBSCN	0.261361849481606	0.0031
NCAM2	-0.227741075839128	0.003782
MPPE1	0.219941922101625	0.008275
ZNF18	-0.16478627814334	0.01444
FBXL18	0.161976050154439	0.02412
PROM2	-0.197865391353738	0.006352
PTPRN2	0.156820109742826	0.02761
MARVELD1	-0.12300395405482	0.04993
SLC25A28	-0.206643223983395	0.005057
KDM8	-0.154453592679872	0.0221
CLIC2	0.136220096204122	0.044
MICU3	-0.210388864445403	0.007404
BATF	0.200912693925996	0.01503
SFXN2	-0.130930869826449	0.03476
PCDH1	-0.204140716780225	0.007796
PABIR3	0.140825544133565	0.037
FBRS	0.128314031696412	0.04473
TIMP4	-0.147957881387101	0.02587
ZFHX2-AS1	-0.345964030342872	0.0003946
MYO1E	-0.140124223909071	0.03184
MX1	-0.133563525741106	0.03608
SLC38A10	0.160846612610179	0.02552
DGKI	-0.126972856257766	0.04288
SNX22	-0.490570130446201	3.355e-06
TNFRSF14	0.232260464454422	0.005499
BABAM2	-0.136191386287144	0.03219
TRIM63	-0.359521170427595	0.0001158
GALNT14	-0.401630466584741	3.63e-05
RHPN1	0.520769438793664	1.162e-05
GPR153	0.189186758169985	0.01285
RHBDL2	-0.144046369616707	0.0289
SHROOM4	-0.20163386116965	0.00581
H4C8	-0.20163386116965	0.005814
DYNC1I1	0.25068027542592	0.00398
PAGE5	0.151201818755811	0.03013
SPATA2L	0.273343137314313	0.002448
EDA	-0.196607044094818	0.006538
CDA	-0.196607044094818	0.00693
DMTN	-0.133563525741106	0.0345
FBXW5	0.25446146545073	0.003687
CIART	0.216250016992825	0.007575
CCDC24	0.178534676194175	0.01915
ARHGAP27	0.202239920368167	0.009944
SPON2	0.157946398238798	0.02992
ZFYVE28	0.163591067720262	0.02379
CCDC107	1.18508049069448	1.138e-10
CCDC28B	0.174295768063504	0.0169
ATAD3B	0.130839261599883	0.04694
ANKLE1	0.198261898433542	0.01535
CILP2	0.228536941634349	0.00621
TFF2	0.160846612610179	0.02991
HSF2BP	0.148960614291275	0.03475
GAB3	0.199586687361243	0.01322
CFAP410	0.202239920368167	0.01011
SLX9	0.472128945698427	3.024e-05
SPATC1L	0.411579179506433	0.0001271
GPSM1	0.212901918388995	0.008124
ZDHHC12	0.31778629762958	0.0009881
BRSK1	-0.146655222119465	0.023
S100A1	0.267253237849939	0.003132
VPS11	-0.136191386287144	0.03107
PPP1R35	0.449493299047139	5.283e-05
NACC1	0.138441580427971	0.03637
LY6K	0.185080490694481	0.01997
CPSF4	-0.141432790929296	0.0264
TONSL	0.217759200063907	0.00793
RECQL4	0.276135676373272	0.002545
PPP1R16A	0.644532611623901	8.181e-07
MFSD12	0.17918792277128	0.01653
YDJC	0.154088492766469	0.02654
ABCF3	-0.12300395405482	0.04438
DMKN	-0.137503523749935	0.01924
U2AF1L4	-0.257010618206024	0.001747
FDXR	0.152804813410605	0.02848
CYGB	0.182949841567479	0.01908
ALDH16A1	0.302048300530787	0.001344
ITGA5	-0.134878054343112	0.03566
ASB16	0.2397364653786	0.004744
EMC10	0.174458572898173	0.01734
JOSD2	0.622154389703034	1.44e-06
FAM171A2	0.235653844922546	0.005508
RAVER1	0.495125410601536	1.611e-05
CXCL16	-0.181420640280142	0.01169
WDR90	0.244172380777715	0.004905
CCDC78	0.198096385321345	0.01282
TEDC2	0.266211831374818	0.002783
AMDHD2	0.37632039170599	0.0002668
FLYWCH2	0.169095690197941	0.01976
STX5	-0.120351940365222	0.04759
RPL29	0.152965210880434	0.02784
ZFPL1	0.371646328650158	0.0003071
LRP5	0.192480207930116	0.01286
ZSWIM5	0.169906967867011	0.02166
SLC45A1	-0.14535138557262	0.02397
FBLIM1	-0.144046369616707	0.02868
DRAXIN	-0.399444564589458	7.815e-05
DHRS3	-0.293958979028694	0.0005978
PEF1	-0.128293401009818	0.03791
SCNN1D	0.3040061868901	0.001369
FAAP20	0.279108683752437	0.00216
MEGF6	0.283843147570394	0.002013
DIRAS3	-0.150559676575381	0.0278
LRRIQ3	0.175761673396286	0.01334
GBP4	-0.134878054343112	0.03681
NLRP3	-0.16349873228288	0.01551
OLFML2B	-0.119024103142275	0.03506
FCRLB	-0.207892851641333	0.006865
KLHDC9	-0.150559676575381	0.01215
NBPF20	-0.249748715083569	0.002111
CNST	0.152484071959553	0.02641
C1orf147	-0.542010355536609	1.03e-06
IL24	-0.14535138557262	0.02445
VSNL1	0.250165425587271	0.003831
H3-3A	-0.214124805352847	0.004369
INHBB	-0.14535138557262	0.02598
ARHGAP25	0.453043821858589	4.861e-05
ALPP	-0.159629185821228	0.01814
ELF3	-0.204140716780225	0.007451
TSACC	-0.38404980679516	5.553e-05
STK36	-0.121678556588252	0.04841
ADORA1	-0.340277404766254	0.0002139
SERPINI1	0.240247606231029	0.005111
CCDC191	-0.264236151043547	0.001235
NKX6-1	0.433818066301835	8.122e-05
PRICKLE2	-0.155749232677945	0.01866
ADAMTS9	-0.207892851641333	0.005466
CFAP20DC	0.13907691900078	0.04237
PCOLCE2	-0.12961273813047	0.04118
CXCL1	-0.227741075839128	0.003452
ZNF513	0.193304746468242	0.01214
PLB1	-0.136191386287144	0.03448
NMNAT3	0.335335127581466	0.0006727
CAMK2N2	0.406980944407785	0.0001402
LIPH	-0.178873958169795	0.01236
PPM1M	-0.126972856257766	0.04262
PRSS12	0.123905487270091	0.04823
HMGB2	0.15521264992094	0.02585
HPGD	0.138441580427971	0.04178
GASK1B	-0.12565110166152	0.04235
FHIP1A	-0.169925001442312	0.01368
RNF180	0.177718533704293	0.01689
F2RL2	-0.326537348139952	0.0002542
PRRC1	-0.12300395405482	0.04527
RHOBTB3	-0.149259365499623	0.02374
CMYA5	0.227692025041597	0.006102
RAET1E	0.199586687361243	0.01525
PI16	-0.557777671394926	3.353e-06
DAGLB	-0.121678556588252	0.04643
RELL2	0.215244771307591	0.009014
SYTL3	-0.276198865032242	0.0009693
HEY1	0.274738731174909	0.002493
SHH	0.267600540461363	0.002679
COL1A2	-0.155749232677945	0.02239
MED30	0.14864072625429	0.02941
TMEM184A	0.140030451778974	0.04379
MICALL2	0.187214291132564	0.01716
INTS1	0.199089748941648	0.01108
CDK5	-0.134878054343112	0.03212
TMUB1	0.394221232464536	0.0001932
FMC1	-0.303342394487331	0.0004482
MAMDC2	-0.172487515510134	0.01205
CYBB	-0.13224779829844	0.03828
METTL27	0.241952718166766	0.004681
MID1IP1	0.152323727970403	0.02879
SHOC1	0.153446510314719	0.03449
CLDN2	-0.22404027421793	0.004036
ZNF22-AS1	-0.292781749227846	0.0006934
NOXRED1	0.128944924913371	0.04906
COMTD1	0.481162757563488	2.682e-05
ZNF503	0.29212186718315	0.001795
SNAPC4	0.175924643748438	0.01714
SPACA9	-0.173767067736706	0.0138
STOX1	0.207894294337095	0.008781
JCAD	-0.183962834842595	0.009077
NDRG2	-0.473007567916174	5.19e-06
NSMF	0.157141816744023	0.02448
ZNF219	0.440067736466128	6.965e-05
HSPA12A	-0.3928669162308	4.906e-05
FRAT1	0.431092325872604	7.926e-05
UBTD1	0.175109976020602	0.01677
CACNB2	-0.237563718317676	0.003137
GPR176	-0.146655222119465	0.0248
JAM3	-0.160920188181103	0.0204
SPINT1	-0.212880566344385	0.005408
CKB	0.195285563769194	0.0125
TRMT61A	0.297608415691949	0.001479
PCBD1	-0.121678556588252	0.04758
PLEKHF1	0.242806030453363	0.004528
DCHS1	-0.269033146455237	0.001797
IFTAP	-0.136191386287144	0.03193
PPFIBP2	-0.172487515510134	0.01664
TUB	-0.231432408447965	0.00292
ZMAT1	0.179351280642812	0.01833
C16orf46	0.137806521524401	0.0363
TK2	-0.144046369616707	0.02458
COG1	-0.151858816727005	0.02132
PLEKHA7	-0.167357927738514	0.0138
PEX11A	0.16779859409718	0.02351
MESP1	0.348316819367891	0.0006917
C15orf48	-0.236339539168374	0.003693
TSC22D4	0.263438417009447	0.002983
EVA1C	-0.119024103142275	0.04516
DUSP18	-0.189033824390017	0.008712
TEF	-0.134878054343112	0.03465
ENDOG	0.434402824145775	7.547e-05
CRK	0.232768962976124	0.005483
DUS2	-0.121678556588252	0.04926
ZNF23	0.195285563769194	0.01471
ZNF668	0.15521264992094	0.031
MVD	0.257045243302508	0.00339
CDT1	0.253085340352102	0.003794
ANKRD11	0.127525802948788	0.04894
PROCA1	-0.144046369616707	0.02524
CACNB3	-0.172487515510134	0.01292
TP53I13	0.181967525341905	0.01699
CYP2S1	-0.214124805352847	0.004447
NFKBID	0.226847602985948	0.006737
LENG8	0.140507454607221	0.04268
TRAPPC9	-0.192825403552391	0.007521
DAPK3	0.149600603229745	0.02837
UBXN6	0.154570167148848	0.02666
HDGFL2	0.182622328503442	0.01584
SEMA6B	0.256011176809147	0.003536
MFSD3	0.186393225126173	0.01381
KIFC2	0.35494398700853	0.0004315
SLC43A2	-0.136191386287144	0.03437
CYB5D2	-0.134878054343112	0.03346
NUDT8	0.296190533473754	0.001513
EVPL	0.17918792277128	0.01558
ZNF598	0.37894449670026	0.0002555
E4F1	0.335517159635317	0.0006792
FTH1	0.924125133024872	3.825e-09
PLAAT5	-0.0894981508391026	0.03974
FADD	0.372579930598799	0.0002948
SAC3D1	0.176902852650796	0.01894
MGAT2	1.32698638471039	1.836e-11
H1-4	0.294420138060902	0.001612
ACOX2	-0.207892851641333	0.004844
FILIP1L	0.213403638109193	0.008171
MFSD2A	-0.160920188181103	0.01599
COG7	-0.141432790929296	0.02681
PHYHIP	0.278233633661385	0.003001
GSTM4	-0.168642035558839	0.01231
IL12A	-0.250961573533219	0.001675
LRRC28	-0.220329954879556	0.003766
PPIC	-0.130930869826449	0.03707
SLC49A3	0.174132981598915	0.02141
SLC25A6	0.173482019358479	0.02177
FAM110B	0.327891519968696	0.0007953
PCSK9	0.336792027519353	0.0007128
CCDC126	0.149760644834091	0.02906
RAB24	0.182458599848566	0.01585
PRELID1	-0.126972856257766	0.0409
EFNA1	-0.160920188181103	0.01798
STK32A	0.445558494914578	8.183e-05
SLC33A1	-0.154453592679872	0.0183
PTAFR	-0.443606651475615	1.39e-05
PLEKHA2	-0.20163386116965	0.005833
PCBP1	0.207394486592311	0.009495
HEXD	0.180495303958067	0.01592
LRRC45	0.251195309062932	0.003828
AGPAT2	0.2688167584278	0.002665
ASPSCR1	0.12784104277106	0.0456
FASN	0.294597079870272	0.001633
RFNG	0.156980954276232	0.02715
ZNF747	-0.212880566344385	0.004777
ZNF768	0.174458572898173	0.01715
TAS1R3	0.274215225257745	0.002365
PUSL1	0.245540026374521	0.004224
TMEM154	0.197930891195452	0.01072
KCNAB3	0.157785446039056	0.02403
GON7	-0.220329954879556	0.004204
CST2	0.183768949657892	0.01592
CST1	0.203070057361489	0.01352
DCLK2	-0.140124223909071	0.03034
IRX1	0.297431104189128	0.001532
CDH2	-0.220329954879556	0.003629
IRF2BP1	0.171205961801378	0.01882
TRABD	0.284194467440847	0.002077
ZNF296	0.157946398238798	0.02912
CAVIN3	0.268990587579271	0.002623
XKR6	0.231413364999112	0.005763
FPR1	-0.167357927738514	0.01994
KCNMB3	-0.0257375614136083	0.0373
BBLN	0.333516069162574	0.0006882
RBKS	-0.333423733725192	0.0002254
CDC42BPG	0.147361882921011	0.03003
SCAND1	0.697593205442274	2.985e-07
JUNB	0.516429259908444	1.156e-05
TMEM37	-0.248534836138679	0.002393
GAA	0.166664590862529	0.02126
PGAM1	-0.144046369616707	0.02633
KRT15	-0.199122642013601	0.006471
PDE7B	-0.137503523749935	0.03616
ZNF581	0.144807592040846	0.03771
ZNF524	0.411387293486214	0.0001708
CDK5R2	0.148001162887554	0.03675
MAP6	0.129102691334971	0.04434
PIK3CD	-0.134878054343112	0.03172
NMRAL2P	-0.232660756790275	0.003245
CAMTA1	-0.12300395405482	0.04447
SLFNL1	-0.215367972203479	0.004911
KNDC1	0.371646328650158	0.0003177
PWWP2B	0.365499661764001	0.0003477
FBXL14	0.375571523253728	0.0002992
NINJ2	-0.27500704749987	0.00099
TLN2	-0.14535138557262	0.02599
SCG2	0.2172559636048	0.007656
ZNF57	-0.134878054343112	0.03442
THOP1	0.147841316336962	0.02925
SMN1	0.192150524418423	0.01234
RCAN2	0.23854450717728	0.005171
MCRIP2	0.168609142486886	0.02218
ARNT2	-0.136191386287144	0.03113
FGGY	-0.167357927738514	0.0211
AFF1	-0.120351940365222	0.04919
MRPL52	0.139712537489259	0.03484
CORO1B	0.195120391745327	0.01424
NAA16	0.150080781314021	0.02779
EGFL7	0.318685677398679	0.0009451
VDAC2P5	-0.113700499164728	0.02389
GXYLT2	-0.141432790929296	0.0329
EVC2	-0.243669080966863	0.002872
HSPA6	0.401063166177473	0.0001679
MRPL57	0.164075925745625	0.02248
ESRRA	0.271426397440635	0.002517
RHOD	0.132736088923711	0.04333
RAPH1	-0.162210036314307	0.01818
SYT12	-0.31150311546827	0.0005518
MZT2A	0.418504128998623	0.0001058
FAM86B3P	-0.326537348139952	0.0002555
MAP3K11	0.168446996373663	0.0193
NDNF	-0.12565110166152	0.04361
SAA1	-0.155749232677945	0.02394
ZNRD2	0.233956156987305	0.005523
MST1	-0.116364756691785	0.03955
CCDC106	0.211564851526944	0.008377
CEP83	0.131471260313697	0.0483
LRFN4	0.439480678455631	6.898e-05
ADGRG2	-0.232660756790275	0.002877
HEG1	-0.160920188181103	0.01546
TIGD3	0.280860377800675	0.002061
SPTBN2	0.134635413442762	0.03839
MARCHF3	-0.209141397838592	0.004818
NRROS	0.132577924691695	0.04013
CD34	-0.210388864445403	0.004854
FAM174A	0.205396985351244	0.01095
FAM53A	0.150561119271143	0.03098
CTU2	0.163267919540864	0.02208
ZNHIT2	0.547299147516156	6.037e-06
PELI3	0.135269077685249	0.03998
TMEM81	-0.295135249000818	0.0005617
SH3PXD2B	-0.150559676575381	0.02539
RIN1	0.260843174286054	0.003192
BTC	0.130049652341001	0.04897
DNAH12	0.279809106167403	0.00228
NDUFA11	0.283140764381793	0.002073
MICOS13	0.144010302691519	0.03466
C3orf33	0.131471260313697	0.0426
ASPHD1	0.276485124126195	0.002249
ZDHHC14	-0.121678556588252	0.04837
MED16	0.166502663140165	0.01979
ATG13	-0.124328135002202	0.0426
TP53I11	-0.172487515510134	0.0143
CLTB	0.132894270497345	0.04033
LPL	-0.209141397838592	0.004767
POLD4	0.217088257119184	0.007408
UCP2	-0.147957881387101	0.02524
CCDC85B	0.189351252217354	0.01264
GPR156	-0.14535138557262	0.0293
MTLN	0.247936530315769	0.004061
LINC02873	0.356051480697172	0.0004306
AURKAIP1	0.16779859409718	0.01986
TOMM5	0.219269963523624	0.007294
ZNF169	-0.252173413202027	0.001748
ETV4	-0.120351940365222	0.04752
BAIAP2	0.152644433771633	0.02722
NUPR1	0.306323483432243	0.001382
CRYBG2	0.158912488704066	0.02975
UFSP1	0.314553164959715	0.001221
TMEM39A	-0.150559676575381	0.02026
ZSCAN2	0.129102691334971	0.04756
B3GNT4	0.0842114271880551	0.04897
VPS37D	0.300270706613329	0.001513
PHLDB3	0.169906967867011	0.02095
GNG7	-0.167357927738514	0.0188
LMNB2	0.146084172184655	0.03467
CCDC121	-0.16349873228288	0.02205
RBIS	0.149120584911929	0.03551
FKBP9P1	0.564478078656072	9.872e-06
IRX5	0.177555360595383	0.01652
TCEANC	-0.153156788061421	0.02555
TYMSOS	0.152644433771633	0.03091
EFCAB5	0.125478421399833	0.04915
FAM89B	-0.113700499164728	0.0413
DPP7	0.360119580149886	0.0003899
TMEM80	-0.167357927738514	0.01329
SIX5	0.694788223921812	3.215e-07
FBXO46	0.207394486592311	0.009118
EPS8L2	0.128787175742486	0.04447
ULK1	0.219773903113386	0.008724
B3GNT8	0.3084658350808	0.001174
FZD8	0.161169218837124	0.02322
CASKIN2	0.174784237694339	0.01705
HIC1	0.15072126746922	0.03023
PPFIA3	0.295128035543647	0.001553
NINJ2-AS1	-0.169925001442312	0.01298
ACOT4	-0.183962834842595	0.01112
SLC25A22	0.181149439104566	0.01518
RABEP2	0.214742411007388	0.007803
PIDD1	0.411387293486214	0.0001297
JUN	0.169906967867011	0.01932
CRACR2B	0.258080051505312	0.003364
POLR2L	0.244172380777715	0.004572
RAB4A-AS1	-0.155749232677945	0.01116
PCDHB9	0.236843416258713	0.005619
MAMDC4	0.428954279614029	0.0001132
RPS27	0.182786075741673	0.01471
TSSK6	0.172831350707969	0.02075
PDE4DIP	-0.126972856257766	0.04687
PLEC	0.305253499422093	0.001326
SHISA3	0.161653263478769	0.02495
ZFAND2A	-0.183962834842595	0.008964
CTXN1	0.881241611020165	9.837e-09
GTPBP6	0.224991612384405	0.006371
GPR35	0.359934417467107	0.0004108
CSRNP3	0.336245517616654	0.0006737
ZNF713	0.174132981598915	0.02111
PARP10	0.23242994404826	0.005781
	-0.263034405833794	0.001345
OPLAH	0.281561651379139	0.002088
TMEM139	0.301514792343177	0.001626
EXOSC4	0.166664590862529	0.01993
DPM3	0.157141816744023	0.03052
PACS2	0.130839261599883	0.04247
CATSPERE	-0.267835392097615	0.001264
VWA1	0.18951576502224	0.01422
LINC00174	0.140030451778974	0.01852
LBX2	-0.329984649758421	0.0002908
HTR1D	-0.177598929327733	0.01364
ZFPM1	0.123905487270091	0.04782
PLD6	-0.173767067736706	0.01117
OR7E22P	-0.248534836138679	0.002063
MROH1	0.140825544133565	0.04129
PDXDC1	-0.149259365499623	0.02507
B3GNT3	-0.212880566344385	0.005001
DCTPP1	-0.124328135002202	0.04459
ZNF771	0.177718533704293	0.01853
ZNF48	0.131313234677865	0.0483
ACTA2-AS1	0.243489043859842	0.004872
MEIOC	0.385902695225821	0.0002278
FZD2	0.274738731174909	0.002433
HCLS1	0.174621396107069	0.01774
ATP5F1EP2	-0.443606651475615	2.818e-05
ARHGAP45	0.227016447861895	0.006122
MB21D2	-0.142740172116082	0.02847
ZNF443	0.235483986202047	0.005152
SCRIB	0.257390096905414	0.003393
D2HGDH	0.190667880226499	0.01518
LSMEM1	0.187378560422908	0.01523
RPH3AL	0.203900672296569	0.01047
TMEM102	0.137806521524401	0.03893
ZNF467	0.170881103650739	0.02478
RPL24P4	0.336974243502025	0.0007565
C6orf223	0.205729710223772	0.006359
COPG1	-0.159629185821228	0.01659
TMEM259	0.174621396107069	0.02053
TNRC18	0.268642950218339	0.002874
ZNF708	0.143691510282557	0.03301
MRPL41	0.175109976020602	0.01935
CREB3L2	-0.199122642013601	0.006205
UBA7	-0.120351940365222	0.04839
B4GALNT4	0.30721574336599	0.001937
DCAF4L1	0.205064337196464	0.01277
PLCXD1	-0.119024103142275	0.04925
PGBD4	-0.140124223909071	0.03043
LIMK2	-0.138814468902282	0.02864
CSF1R	-0.12961273813047	0.04442
HOXB4	0.13511063553025	0.04684
PAPPA	-0.246104009883917	0.003044
C1orf116	-0.237563718317676	0.002427
CRIP2	0.328616037267483	0.0007877
COL18A1	0.446737809727567	5.62e-05
PRKCZ-AS1	-0.15704371014558	0.0198
MTA1	0.192315356756893	0.0121
C12orf60	0.13384372432621	0.04612
SPNS2	0.346114511283354	0.0005256
GAS6	0.198924140832543	0.01076
NEB	0.314373758749089	0.001096
GPR19	0.144488623425598	0.03474
FANCF	-0.124328135002202	0.04634
HSP90AB3P	-0.120351940365222	0.0485
FHL3	-0.130930869826449	0.03756
TEKTIP1	0.382513433586644	0.000242
GPR132	0.159556908610208	0.03071
MX2	-0.124328135002202	0.04884
PCBP3	-0.243669080966863	0.002091
TNFAIP8L3	-0.286881147788162	0.0009025
RP1L1	0.250851932876403	0.003872
GUSBP1	-0.153156788061421	0.02029
ACP7	0.232938502319511	0.005567
TRAIP	-0.166072675946706	0.01583
B3GALT5	-0.121678556588252	0.04815
NUDT14	0.245368999755758	0.004641
GPR39	-0.197865391353738	0.006868
DNAH2	-0.133563525741106	0.03681
HTR7P1	-0.124328135002202	0.04415
SMTN	0.165531478289697	0.02114
DIABLO	-0.154453592679872	0.02046
ADAP2	-0.160920188181103	0.0238
SREBF2-AS1	-0.191562650700756	0.007
EIF3C	-0.16349873228288	0.02593
TSSC4	0.250851932876403	0.003879
SRPK3	0.277009454512083	0.002963
THAP7	0.160040412510468	0.0254
TMEM255B	0.170556318633409	0.01955
HDDC3	0.125635809175137	0.04679
LPAR5	0.136695840657202	0.04283
STING1	-0.14535138557262	0.02804
OR7E14P	-0.248534836138679	0.001874
ZBTB7C	-0.317304068361915	0.0003579
H1-10	0.412923096735323	0.0001251
IMMP2L	-0.150559676575381	0.02615
JAG2	0.406789668962906	0.0001399
WT1	-0.177598929327733	0.01976
FAM227A	-0.154453592679872	0.02294
NOC4L	0.213236378814949	0.007978
USP18	-0.244887059123534	0.002724
SORCS2	-0.12961273813047	0.03738
TMEM106A	-0.233888060174277	0.003603
SIVA1	0.211397805264859	0.009228
BRI3BP	0.125950636244774	0.0471
BRF1	0.177065951971629	0.01626
NELFA	0.229889838266972	0.006148
FAM43A	0.130207539623335	0.04359
RAB11B	0.150400988848548	0.03266
UBALD2	0.137806521524401	0.04427
TCN2	-0.128293401009818	0.0434
GAS2L1	0.251538766995964	0.003723
TEDC1	0.373140381900463	0.0003063
TARS3	-0.133563525741106	0.0456
FAM174B	-0.159629185821228	0.01863
FAAP100	0.216920570126388	0.007802
IRF7	0.364942170274786	0.00034
OLFML2A	-0.154453592679872	0.01988
SHC4	0.222296244872902	0.006821
PMEL	-0.24731993497982	0.001893
ZBTB3	-0.166072675946706	0.01616
EP400P1	-0.12961273813047	0.03643
ZNF696	0.193964716763781	0.01148
KCNIP4	0.153927970369542	0.03299
SLC52A2	0.131313234677865	0.04625
NAT8L	0.222464557891921	0.007569
GNB1L	0.368662855872519	0.0003494
NPIPB4	-0.105678077894537	0.04164
POMK	-0.138814468902282	0.04356
SETD4	-0.12961273813047	0.0391
SDHAP3	0.35015464769399	0.0004568
MATN1-AS1	-0.230203013366421	0.003462
CIDECP1	-0.151858816727005	0.02042
BCL9L	0.12799868851682	0.0463
SAPCD2	0.204233052217608	0.009685
